ISO	WALS	AUTOTYP	Glottolog	Name.ethn	Name.wals	Name.autotyp	Name.glottlog	Latitude	Longitude	UULID
sbv			sabi1245				Sabine	NA	NA	[i-sbv][w-][a-][g-sabi1245]
sbw			simb1254	Simba			Simba	-1.28107	11.1783	[i-sbw][w-][a-][g-simb1254]
sbx			sebe1242	Seberuang			Seberuang	-0.02463	111.212	[i-sbx][w-][a-][g-sebe1242]
sby			soli1239	Soli			Soli	-15.5213	28.7934	[i-sby][w-][a-][g-soli1239]
sbz			sara1319	Sara Kaba			Sara Kaba	10.5376	22.1637	[i-sbz][w-][a-][g-sara1319]
sca			sans1276				Sansu	21.6402	100.099	[i-sca][w-][a-][g-sans1276]
scb			chut1247	Chut			Chut	17.6819	105.773	[i-scb][w-][a-][g-chut1247]
sce	sta	2400	dong1285	Dongxiang	Santa	Santa	Dongxiang	35.66354	103.38952	[i-sce][w-sta][a-2400][g-dong1285]
scf			sanm1305	San Miguel Creole French			San Miguel Creole French	8.32601	-81.2564	[i-scf][w-][a-][g-sanm1305]
scg			sang1339	Sanggau			Sanggau	-0.13152	110.404	[i-scg][w-][a-][g-sang1339]
sch			saka1283	Sakachep			Sakachep-Chorei	25.994	93.949	[i-sch][w-][a-][g-saka1283]
sci			sril1245	Sri Lankan Creole Malay			Sri Lanka Malay	6.91603	79.864	[i-sci][w-][a-][g-sril1245]
sck			sadr1248	Sadri			Sadri	23.6585	84.8114	[i-sck][w-][a-][g-sadr1248]
scl	sna	2401	shin1264	Shina	Shina	Shina	Shina	34.6515	75.287	[i-scl][w-sna][a-2401][g-shin1264]
scl	sna	636	shin1264	Shina	Shina	Shina {Eastern}	Shina	34.6515	75.287	[i-scl][w-sna][a-636][g-shin1264]
scn		2894	sici1248	Sicilian		Sicilian	Sicilian	37.5735	14.0414	[i-scn][w-][a-2894][g-sici1248]
sco			scot1243	Scots			Scots	55.886945	-3.710133	[i-sco][w-][a-][g-scot1243]
scp			hela1238	Helambu Sherpa			Lamjung-Melamchi Yolmo	27.9212	85.6289	[i-scp][w-][a-][g-hela1238]
scq			saoc1239	Sa`och			Sa`och	10.8739	103.835	[i-scq][w-][a-][g-saoc1239]
scs		354	nort2942	Slavey. North		Slave	North Slavey	63.5	-125.67	[i-scs][w-][a-354][g-nort2942]
sct			sout3251				Southern Katang	16.108419	106.473214	[i-sct][w-][a-][g-sout3251]
scu			shum1243	Shumcho			Shumcho	31.6862	78.3865	[i-scu][w-][a-][g-shum1243]
scv			shen1251	Sheni			Sheni-Ziriya	10.52559	8.63921	[i-scv][w-][a-][g-shen1251]
scw			shaa1247	Sha			Sya	9.23281	8.77569	[i-scw][w-][a-][g-shaa1247]
scx			sicu1234				Sicula	37.533968	14.84133	[i-scx][w-][a-][g-sicu1234]
sda	trd	2403	tora1261	Toraja-Sa`dan	Toraja	Toraja	Toraja-Sa`dan	-2.97144	119.829	[i-sda][w-trd][a-2403][g-tora1261]
sdb			shab1251	Shabak			Shabaki	36.375	43.144	[i-sdb][w-][a-][g-shab1251]
sdc			sass1235	Sardinian. Sassarese			Sassarese Sardinian	40.748	8.39332	[i-sdc][w-][a-][g-sass1235]
sdd			seme1248				Semendo	NA	NA	[i-sdd][w-][a-][g-seme1248]
sde			suru1258	Surubu			Vori	10.2254	8.27136	[i-sde][w-][a-][g-suru1258]
sdf			sarl1241	Sarli			Sarli	36.021	43.644	[i-sdf][w-][a-][g-sarl1241]
sdg	sav	2404	savi1242	Savi	Savi	Savi	Sauji	35.166757	71.461926	[i-sdg][w-sav][a-2404][g-savi1242]
sdh			sout2640	Kurdish. Southern			Southern Kurdish	32.8977	46.5976	[i-sdh][w-][a-][g-sout2640]
sdi			sind1280				Sindang Kelingi	NA	NA	[i-sdi][w-][a-][g-sind1280]
sdj			suun1239	Suundi			Suundi	-4.58488	13.3212	[i-sdj][w-][a-][g-suun1239]
sdk			sosk1235	Sos Kundi			Sos Kundi	-3.99024	143.396	[i-sdk][w-][a-][g-sosk1235]
sdl			saud1238	Saudi Arabian Sign Language			Saudi Arabian Sign Language	23.614	46.4714	[i-sdl][w-][a-][g-saud1238]
sdm	kua	2405	sema1269	Semandang	Kualan	Semandang	Onya Darat	-0.75188	110.527	[i-sdm][w-kua][a-2405][g-sema1269]
sdn			gall1276	Sardinian. Gallurese			Gallurese Sardinian	41.1131	9.24279	[i-sdn][w-][a-][g-gall1276]
sdo	mta	2406	buka1257	Bidayuh. Bukar-Sadong	Mentuh Tapuh	Mentuh Tapuh	Bukar-Sadung Bidayuh	0.96817	110.657	[i-sdo][w-mta][a-2406][g-buka1257]
sdp	shd	2407	sher1257	Sherdukpen	Sherdukpen	Sherdukpen	Sherdukpen	27.0035	92.5799	[i-sdp][w-shd][a-2407][g-sher1257]
sdq			nucl1557				Semandang	NA	NA	[i-sdq][w-][a-][g-nucl1557]
sdr			orao1237	Sadri. Oraon			Oraon Sadri	24.7458	88.9157	[i-sdr][w-][a-][g-orao1237]
sds			sene1271	Sened			Sened	34.4678	9.43778	[i-sds][w-][a-][g-sene1271]
sdt			shua1252	Shuadit			Shuadit	44.1692	5.06601	[i-sdt][w-][a-][g-shua1252]
sdu			saru1242	Sarudu			Sarudu	-1.7094	119.349	[i-sdu][w-][a-][g-saru1242]
sdx			sibu1258	Melanau. Sibu			Sibu Melanau	2.26758	111.763	[i-sdx][w-][a-][g-sibu1258]
sdz			sall1238	Sallands			Sallands	52.4482	6.29104	[i-sdz][w-][a-][g-sall1238]
sea	smj	2408	sema1266	Semai	Semai	Semai	Semai	4.13257	101.477	[i-sea][w-smj][a-2408][g-sema1266]
seb			shem1239	Senoufo. Shempire			Shempire Senoufo	10.4867	-6.37129	[i-seb][w-][a-][g-shem1239]
sec			sech1246	Sechelt			Sechelt	49.4757	-123.765	[i-sec][w-][a-][g-sech1246]
sed	sed	2409	seda1262	Sedang	Sedang	Sedang	Sedang	14.7793	108.027	[i-sed][w-sed][a-2409][g-seda1262]
see	snc	349	sene1264	Seneca	Seneca	Seneca	Seneca	42.56	-77.53	[i-see][w-snc][a-349][g-sene1264]
sef	snd	2410	ceba1235	Senoufo. Cebaara	Senadi	Senadi	Senari	9.50768	-6.15264	[i-sef][w-snd][a-2410][g-ceba1235]
seg			sege1246	Segeju			Segeju	-5.00659	39.12249	[i-seg][w-][a-][g-sege1246]
seh	sen	2411	nucl1396	Sena	Sena	Sena	Sena	-19.7933	34.9829	[i-seh][w-sen][a-2411][g-nucl1396]
sei	ser	2412	seri1257	Seri	Seri	Seri	Seri	28.9877	-112.384	[i-sei][w-ser][a-2412][g-seri1257]
sej			sene1263	Sene			Sene	-6.3859	147.807	[i-sej][w-][a-][g-sene1263]
sek			seka1250	Sekani			Sekani	57.4421	-125.664	[i-sek][w-][a-][g-seka1250]
sel	skp	2393	selk1253	Selkup	Selkup	Selkup	Selkup	59.9409	82.3004	[i-sel][w-skp][a-2393][g-selk1253]
sen	nrg	3169	nane1238	Senoufo. Nanerige	Nanerge	Nanerge	Nanerige Senoufo	11.7548	-4.92148	[i-sen][w-nrg][a-3169][g-nane1238]
seo			suar1238	Suarmin			Asabano	-4.95072	141.978	[i-seo][w-][a-][g-suar1238]
sep			sici1249	Senoufo. Sicite			Sicite Senoufo	11.1789	-5.28932	[i-sep][w-][a-][g-sici1249]
seq			sena1262	Senoufo. Senara			Senar de Kankalaba	10.4987	-5.28216	[i-seq][w-][a-][g-sena1262]
ser	srr	2414	serr1255	Serrano	Serrano	Serrano	Serrano	33.9479	-116.772	[i-ser][w-srr][a-2414][g-serr1255]
ses	kse	144	koyr1242	Songhay. Koyraboro Senni	Koyraboro Senni	Koroboro Senni	Koyraboro Senni Songhai	16.9634	-0.55187	[i-ses][w-kse][a-144][g-koyr1242]
set	snt	350	nucl1632	Sentani	Sentani	Sentani	Sentani	-2.6013	140.512	[i-set][w-snt][a-350][g-nucl1632]
seu			seru1244	Serui-Laut			Serui-Laut	-1.87766	136.252	[i-seu][w-][a-][g-seru1244]
sev			nyar1245	Senoufo. Nyarafolo			Nyarafolo Senoufo	9.66934	-5.11685	[i-sev][w-][a-][g-nyar1245]
sew			sewa1251	Sewa Bay			Sewa Bay	-10.0277	150.956	[i-sew][w-][a-][g-sewa1251]
sey	sec	2415	seco1241	Secoya	Secoya	Secoya	Secoya	-0.459785	-75.5547	[i-sey][w-sec][a-2415][g-seco1241]
sez			sent1260	Chin. Senthang			Senthang Chin	21.8936	93.8087	[i-sez][w-][a-][g-sent1260]
sfb			lang1248	French Belgian Sign Language			Langue des signes de Belgique Francophone	50.8021	4.31312	[i-sfb][w-][a-][g-lang1248]
sfe			east2694	Subanen. Eastern			Eastern Subanen	8.2475	123.5234	[i-sfe][w-][a-][g-east2694]
sfm			smal1236	Miao. Small Flowery			Gha-mu	26.55	105.1	[i-sfm][w-][a-][g-smal1236]
sfs			sout1404	South African Sign Language			South African Sign Language	-25.96551	28.11864	[i-sfs][w-][a-][g-sout1404]
sfw			sehw1238	Sehwi			Sehwi	6.3172	-2.73146	[i-sfw][w-][a-][g-sehw1238]
sga		3213	oldi1245			Irish {Old}	Early Irish	53	-8	[i-sga][w-][a-3213][g-oldi1245]
sgb			maga1263	Ayta. Mag-antsi			Mag-Anchi Ayta	15.1954	120.459	[i-sgb][w-][a-][g-maga1263]
sgc			kips1239	Kipsigis			Kipsigis	-0.35774	35.258532	[i-sgc][w-][a-][g-kips1239]
sgd			suri1273	Surigaonon			Surigaonon	9	126	[i-sgd][w-][a-][g-suri1273]
sge			sega1243	Segai			Segai	1.97695	116.954	[i-sge][w-][a-][g-sega1243]
sgg			swis1240	Swiss-German Sign Language			Swiss-German Sign Language	47.1069	9.07557	[i-sgg][w-][a-][g-swis1240]
sgh	rsh	2416	shug1248	Shughni	Shughni	Rushan	Shughni	37.5018	71.7925	[i-sgh][w-rsh][a-2416][g-shug1248]
sgh	rsh	2883	shug1248	Shughni	Shughni	Khufi	Shughni	37.5018	71.7925	[i-sgh][w-rsh][a-2883][g-shug1248]
sgh	rsh	2885	shug1248	Shughni	Shughni	Shughni	Shughni	37.5018	71.7925	[i-sgh][w-rsh][a-2885][g-shug1248]
sgh	rsh	2886	shug1248	Shughni	Shughni	Bartangi	Shughni	37.5018	71.7925	[i-sgh][w-rsh][a-2886][g-shug1248]
sgh	rsh	2887	shug1248	Shughni	Shughni	Roshorvi	Shughni	37.5018	71.7925	[i-sgh][w-rsh][a-2887][g-shug1248]
sgi			suga1248	Suga			Nizaa	7.12906	12.3779	[i-sgi][w-][a-][g-suga1248]
sgj			surg1246	Surgujia			Surgujia	NA	NA	[i-sgj][w-][a-][g-surg1246]
sgk			sang1320	Sangkong			Sangkong	21.64	100.77	[i-sgk][w-][a-][g-sang1320]
sgl		2884	sang1316			Zebaki		NA	NA	[i-sgl][w-][a-2884][g-sang1316]
sgm			sing1266	Singa			Singa	-0.24587	33.8997	[i-sgm][w-][a-][g-sing1266]
sgo			song1304				Songa	-4.01205	26.016	[i-sgo][w-][a-][g-song1304]
sgp			sing1264	Singpho			Northern Jinghpaw	27.296	95.606	[i-sgp][w-][a-][g-sing1264]
sgr			sang1315	Sangisari			Sangisari	35.72	53.3	[i-sgr][w-][a-][g-sang1315]
sgs			samo1265				Samogitian	NA	NA	[i-sgs][w-][a-][g-samo1265]
sgt			brok1248	Brokpake			Brokpake	27.3438	91.9972	[i-sgt][w-][a-][g-brok1248]
sgu			sala1269	Salas			Salas	-3.14654	130.53	[i-sgu][w-][a-][g-sala1269]
sgw	chh	1313	seba1251	Sebat Bet Gurage	Chaha	Chaha	Sebat Bet Gurage	8.11879	37.9891	[i-sgw][w-chh][a-1313][g-seba1251]
sgw	chh	1314	seba1251	Sebat Bet Gurage	Chaha	Muher	Sebat Bet Gurage	8.11879	37.9891	[i-sgw][w-chh][a-1314][g-seba1251]
sgw	chh	3044	seba1251	Sebat Bet Gurage	Chaha	Gurage {Sebat Bet}	Sebat Bet Gurage	8.11879	37.9891	[i-sgw][w-chh][a-3044][g-seba1251]
sgx			sier1246	Sierra Leone Sign Language			Sierra Leone Sign Language	8.483	-13.235	[i-sgx][w-][a-][g-sier1246]
sgy			sang1344	Sanglechi			Sanglechi	36.45	71.3	[i-sgy][w-][a-][g-sang1344]
sgy		2889	sang1316	Sanglechi		Sanglichi		NA	NA	[i-sgy][w-][a-2889][g-sang1316]
sgz	sur	2418	surs1246	Sursurunga	Sursurunga	Sursurunga	Sursurunga	-3.99078	152.768	[i-sgz][w-sur][a-2418][g-surs1246]
sha			shal1242	Shall-Zwall			Shall-Zwall	9.87556	9.64988	[i-sha][w-][a-][g-shal1242]
shb	shi	2419	nina1238	Ninam	Shiriana	Shiriana	Ninam	4.03894	-62.7801	[i-shb][w-shi][a-2419][g-nina1238]
shc			sond1250	Sonde			Sonde	-6.32223	18.3555	[i-shc][w-][a-][g-sond1250]
shd			kund1257	Kundal Shahi			Kundal Shahi	34.5588	73.8288	[i-shd][w-][a-][g-kund1257]
she		3006	shek1245	Sheko		Sheko	Sheko	7.05022	35.2826	[i-she][w-][a-3006][g-shek1245]
shg	det	1287	shua1254	Shua	Deti	Deti	Shua	-21.52	26.0238	[i-shg][w-det][a-1287][g-shua1254]
shh	sho	1403	shos1248	Shoshoni	Shoshone	Shoshone {Wind River}	Shoshoni	41	-116	[i-shh][w-sho][a-1403][g-shos1248]
shh	sho	385	shos1248	Shoshoni	Shoshone	Tumpisa Shoshone	Shoshoni	41	-116	[i-shh][w-sho][a-385][g-shos1248]
shi	tas	2421	tach1250	Tachelhit	Tashlhiyt	Tashlhiyt	Tachelhit	29.7854	-7.77879	[i-shi][w-tas][a-2421][g-tach1250]
shi	tas	2969	tach1250	Tachelhit	Tashlhiyt	Shilha	Tachelhit	29.7854	-7.77879	[i-shi][w-tas][a-2969][g-tach1250]
shj	sht	2422	shat1244	Shatt	Shatt	Shatt	Shatt	10.8525	29.7687	[i-shj][w-sht][a-2422][g-shat1244]
shk	shl	2423	shil1265	Shilluk	Shilluk	Shilluk	Shilluk	9.85472	31.7926	[i-shk][w-shl][a-2423][g-shil1265]
shl			shen1247	Shendu			Shendu	22.1901	92.591	[i-shl][w-][a-][g-shen1247]
shm	klr	2424	shah1254	Shahrudi	Koluri	Koluri	Shahrudi-Southern Talysh	36.7581	50.2074	[i-shm][w-klr][a-2424][g-shah1254]
shm	klr	2924	shah1254	Shahrudi	Koluri	Shahrudi	Shahrudi-Southern Talysh	36.7581	50.2074	[i-shm][w-klr][a-2924][g-shah1254]
shn	sha	2433	shan1277	Shan	Shan	Shan	Shan	21.5995	98.0342	[i-shn][w-sha][a-2433][g-shan1277]
sho			shan1282	Shanga			Shanga	11.2752	4.41464	[i-sho][w-][a-][g-shan1282]
shp	shk	567	ship1254	Shipibo-Conibo	Shipibo-Konibo	Shipibo-Konibo	Shipibo-Conibo	-7.17105	-74.8219	[i-shp][w-shk][a-567][g-ship1254]
shq			sala1266	Sala			Sala	-15.5848	27.4534	[i-shq][w-][a-][g-sala1266]
shr			shii1238	Shi			Shi	-2.55777	28.6122	[i-shr][w-][a-][g-shii1238]
shs	shu	353	shus1248	Shuswap	Shuswap	Shuswap	Shuswap	50.8734	-119.667	[i-shs][w-shu][a-353][g-shus1248]
sht	shs	351	shas1239	Shasta	Shasta	Shasta	Shasta	41.7587	-122.738	[i-sht][w-shs][a-351][g-shas1239]
shu	abb	1404	chad1249	Arabic. Chadian Spoken	Arabic {Chadian}	Arabic {Abbeche Chad}	Chadian Arabic	14.67	13.5	[i-shu][w-abb][a-1404][g-chad1249]
shu	abb	1405	chad1249	Arabic. Chadian Spoken	Arabic {Chadian}	Arabic {Borno Nigerian}	Chadian Arabic	14.67	13.5	[i-shu][w-abb][a-1405][g-chad1249]
shv	jib	2425	sheh1240	Shehri	Jibbali	Jibbali	Jibbali	17.29154	53.99526	[i-shv][w-jib][a-2425][g-sheh1240]
shw			shwa1239	Shwai			Shwai	11.2708	30.3533	[i-shw][w-][a-][g-shwa1239]
shx			shee1238	She			She	23.0399	114.814	[i-shx][w-][a-][g-shee1238]
shy	bch	2426	tach1249	Tachawit	Berber {Chaouia}	Berber {Chaouia}	Chaouia of the Aures	35.1867	6.88901	[i-shy][w-bch][a-2426][g-tach1249]
shz			syen1235	Senoufo. Syenara			Syenara Senoufo	10.5954	-5.8581	[i-shz][w-][a-][g-syen1235]
sia		708	akka1237	Saami. Akkala		Saami {Akkala}	Akkala Saami	67.8625	32.4046	[i-sia][w-][a-708][g-akka1237]
sib			sebo1238	Sebop			Sebop	3.42701	114.178	[i-sib][w-][a-][g-sebo1238]
sic			mali1288				Malinguat	NA	NA	[i-sic][w-][a-][g-mali1288]
sid	sid	3173	sida1246	Sidamo	Sidaama	Sidaama	Sidamo	6.74176	38.3729	[i-sid][w-sid][a-3173][g-sida1246]
sie			sima1258	Simaa			Simaa	-15.7434	22.6455	[i-sie][w-][a-][g-sima1258]
sif	sme	2427	siam1242	Siamou	Seme	Seme	Siamou	10.998	-4.92143	[i-sif][w-sme][a-2427][g-siam1242]
sig			paas1238	Paasaal			Paasaal	10.2004	-1.8048	[i-sig][w-][a-][g-paas1238]
sih			zire1240	Sishee			Zire	-21.6544	165.482	[i-sih][w-][a-][g-zire1240]
sii	smp	3175	shom1245	Shom Peng	Shompen	Shompen	Shom Peng	7.02099	93.8064	[i-sii][w-smp][a-3175][g-shom1245]
sij			numb1247	Numbami			Numbami	-7.52806	147.298	[i-sij][w-][a-][g-numb1247]
sik			siki1239	Sikiana			Sikiana	3.01294	-57.9221	[i-sik][w-][a-][g-siki1239]
sil	ssa		tumu1242	Sisaala. Tumulung	Sisaala		Tumulung Sisaala	10.63451	-1.79707	[i-sil][w-ssa][a-][g-tumu1242]
sim		3085	mend1268	Mende		Seim	Mende {Papua New Guinea}	-3.67233	142.683	[i-sim][w-][a-3085][g-mend1268]
sin	snh	2456	sinh1246	Sinhala	Sinhala	Sinhala	Sinhala	8	81	[i-sin][w-snh][a-2456][g-sinh1246]
sip	skk	2430	sikk1242	Sikkimese	Sikkimese	Sikkimese	Sikkimese	27.85795	88.59153	[i-sip][w-skk][a-2430][g-sikk1242]
siq			soni1260	Sonia			Sonia	-6.42736	142.589	[i-siq][w-][a-][g-soni1260]
sir			siri1278	Siri			Siri	10.764	9.66743	[i-sir][w-][a-][g-siri1278]
sis	siu	442	sius1254	Siuslaw	Siuslaw	Siuslaw {Lower Umpqua}	Siuslaw	42.5111	-124.379	[i-sis][w-siu][a-442][g-sius1254]
siu			sina1269	Sinagen			Galu	-3.42446	142.367	[i-siu][w-][a-][g-sina1269]
siv			suma1269	Sumariup			Sumariup	-4.73083	143.239	[i-siv][w-][a-][g-suma1269]
siw	mot	191	siwa1245	Siwai	Motuna	Motuna	Siwai	-6.6429	155.452	[i-siw][w-mot][a-191][g-siwa1245]
six			suma1270	Sumau			Sumau	-5.48556	145.474	[i-six][w-][a-][g-suma1270]
siy			siva1239	Sivandi			Sivandi	30.08	52.92	[i-siy][w-][a-][g-siva1239]
siz	bsi	2432	siwi1239	Siwi	Berber {Siwa}	Berber {Siwa}	Siwi	29.200415	25.519627	[i-siz][w-bsi][a-2432][g-siwi1239]
sja	epe	526	epen1239	Epena	Epena Pedee	Epena Pedee	Epena	4.25877	-77.3566	[i-sja][w-epe][a-526][g-epen1239]
sjb			saja1241	Sajau Basap			Sajau-Latti	2.43432	117.401	[i-sjb][w-][a-][g-saja1241]
sjd	ski	709	kild1236	Saami. Kildin	Saami {Kildin}	Saami {Kildin}	Kildin Saami	68.2158	35.8348	[i-sjd][w-ski][a-709][g-kild1236]
sje		703	pite1240	Saami. Pite		Saami {Pite}	Pite Saami	66.4011	17.4261	[i-sje][w-][a-703][g-pite1240]
sjg	sug	2496	assa1269	Assangori	Sungor	Sungor	Assangori	13.9592	22.6393	[i-sjg][w-sug][a-2496][g-assa1269]
sjk			kemi1239				Kemi Saami	67.093	27.537	[i-sjk][w-][a-][g-kemi1239]
sjl			saja1240	Miji			Sajolang	27.57952	92.77	[i-sjl][w-][a-][g-saja1240]
sjm			mapu1244	Mapun			Mapun	6.09061	118.75	[i-sjm][w-][a-][g-mapu1244]
sjn			sind1281				Sindarin	NA	NA	[i-sjn][w-][a-][g-sind1281]
sjo			xibe1242	Xibe			Xibe	43.5854	81.0034	[i-sjo][w-][a-][g-xibe1242]
sjp			surj1235	Surjapuri			Surjapuri	25.686	85.792	[i-sjp][w-][a-][g-surj1235]
sjr	sir	2434	siar1238	Siar-Lak	Siar	Siar	Siar-Lak	-4.62059	152.892	[i-sjr][w-sir][a-2434][g-siar1238]
sjs			senh1238	Senhaja Berber			Senhaja De Srair	34.9992	-4.51293	[i-sjs][w-][a-][g-senh1238]
sjt		707	ters1235	Saami. Ter		Saami {Ter}	Ter Saami	67.2458	38.5061	[i-sjt][w-][a-707][g-ters1235]
sju		704	umes1235	Saami. Ume		Saami {Ume}	Ume Saami	64.6383	18.646	[i-sju][w-][a-704][g-umes1235]
sjw	shw	2435	shaw1249	Shawnee	Shawnee	Shawnee	Shawnee	40	-83	[i-sjw][w-shw][a-2435][g-shaw1249]
ska			skag1239	Skagit			Skagit	48.5314	-121.991	[i-ska][w-][a-][g-skag1239]
skb	sae	2436	saek1240	Saek	Saek	Saek	Saek	17.4558	104.787	[i-skb][w-sae][a-2436][g-saek1240]
skc			sauk1252	Ma Manda			Ma Manda	-6.31958	146.759	[i-skc][w-][a-][g-sauk1252]
skd	mss	356	sout2985	Miwok. Southern Sierra	Miwok {Southern Sierra}	Miwok {Southern Sierra}	Southern Sierra Miwok	38.2363	-120.507	[i-skd][w-mss][a-356][g-sout2985]
ske			seke1241	Seke			Seke {Vanuatu}	-15.8839	168.197	[i-ske][w-][a-][g-seke1241]
skf	mek		saki1248	Sakirabia	Mekens		Mekens	-13.054	-62.0927	[i-skf][w-mek][a-][g-saki1248]
skg			saka1291	Malagasy. Sakalava			West Malagasy Sakalava	-20.28	44.32	[i-skg][w-][a-][g-saka1291]
skh	skl	2437	siku1242	Sikule	Sikule	Sikule	Sikule	2.69113	95.9636	[i-skh][w-skl][a-2437][g-siku1242]
ski	sik	2438	sika1262	Sika	Sika	Sika	Sika	-8.67302	122.38	[i-ski][w-sik][a-2438][g-sika1262]
skj	tbx	3176	seke1240	Seke	Tangbe	Tangbe	Seke {Nepal}	28.9251	83.8064	[i-skj][w-tbx][a-3176][g-seke1240]
skk			sokk1239	Sok			Sok	15.1665	106.84	[i-skk][w-][a-][g-sokk1239]
skl			sela1262				Selako	NA	NA	[i-skl][w-][a-][g-sela1262]
skm			saka1292	Kutong			Sakam	-6.18726	146.702	[i-skm][w-][a-][g-saka1292]
skn			koli1253	Subanon. Kolibugan			Kolibugan Subanon	7.77212	122.567	[i-skn][w-][a-][g-koli1253]
sko			seko1242	Seko Tengah			Seko Tengah	-2.22069	119.823	[i-sko][w-][a-][g-seko1242]
skp			seka1248	Sekapan			Sekapan	2.47567	113.562	[i-skp][w-][a-][g-seka1248]
skq			sini1242	Sininkere			Sininkere	13.7206	-0.78772	[i-skq][w-][a-][g-sini1242]
skr			sera1259	Seraiki			Saraiki	29.5534	71.906	[i-skr][w-][a-][g-sera1259]
sks			maia1254	Maia			Maia	-4.50212	145.096	[i-sks][w-][a-][g-maia1254]
skt			saka1287	Sakata			Sakata	-2.85653	17.9669	[i-skt][w-][a-][g-saka1287]
sku	sak	2439	saka1289	Sakao	Sakao	Sakao	Wanohe	-15.0757	167.051	[i-sku][w-sak][a-2439][g-saka1289]
skv	sko	2440	nucl1634	Skou	Skou	Sko	Skou	-2.64378	140.902	[i-skv][w-sko][a-2440][g-nucl1634]
skv	sko	2849	nucl1634	Skou	Skou	Skou	Skou	-2.64378	140.902	[i-skv][w-sko][a-2849][g-nucl1634]
skw			skep1238	Skepi Creole Dutch			Skepi Creole Dutch	6.05191	-58.5626	[i-skw][w-][a-][g-skep1238]
skx			seko1243	Seko Padang			Seko Padang	-2.14311	119.959	[i-skx][w-][a-][g-seko1243]
sky			sika1261	Sikaiana			Sikaiana	-8.378194	162.72952	[i-sky][w-][a-][g-sika1261]
skz			seka1247	Sekar			Sekar	-2.65849	132.469	[i-skz][w-][a-][g-seka1247]
slb			kahu1242				Kahumamahon Saluan	NA	NA	[i-slb][w-][a-][g-kahu1242]
slc	sba	2442	sali1298	Saliba	Saliba {in Colombia}	Saliba {Colombia}	Saliba	5.30115	-69.3843	[i-slc][w-sba][a-2442][g-sali1298]
sld			siss1242	Sissala			Sissala of Burkina Faso	11.0916	-2.38217	[i-sld][w-][a-][g-siss1242]
sle			shol1240	Sholaga			Sholaga	11.9458	77.2211	[i-sle][w-][a-][g-shol1240]
slf			swis1235	Swiss-Italian Sign Language			Swiss-Italian Sign Language	46.3076	8.79111	[i-slf][w-][a-][g-swis1235]
slg			selu1243	Selungai Murut			Selungai Murut	4.34788	116.45	[i-slg][w-][a-][g-selu1243]
slh	sps	2443	sout2965	Salish. Southern Puget Sound	Salish {Southern Puget Sound}	Salish {Southern Puget Sound}	Southern Puget Sound Salish	47.263	-122.141	[i-slh][w-sps][a-2443][g-sout2965]
sli			lowe1388	Silesian. Lower			Lower Silesian	50.6963	15.9667	[i-sli][w-][a-][g-lowe1388]
slj			salu1254	Saluma			Saluma	1.74782	-56.5107	[i-slj][w-][a-][g-salu1254]
slk	svk	2444	slov1269	Slovak	Slovak	Slovak	Slovak	48.545705	18.78479	[i-slk][w-svk][a-2444][g-slov1269]
sll	syu	345	salt1242	Salt-Yui	Salt-Yui	Salt-Yui	Salt-Yui	-6.26519	145.021	[i-sll][w-syu][a-345][g-salt1242]
slm			pang1291	Sama. Pangutaran			Pangutaran Sama	6.27167	120.536	[i-slm][w-][a-][g-pang1291]
sln	sal	344	sali1253	Salinan	Salinan	Salinan	Salinan	37.6646	-121.718	[i-sln][w-sal][a-344][g-sali1253]
slp	lmh	157	lama1277	Lamaholot	Lamaholot	Lamaholot	Lamaholot	-8.36439	122.803	[i-slp][w-lmh][a-157][g-lama1277]
slq			salc1238	Salchuq			Salchuq	37.0392	47.3487	[i-slq][w-][a-][g-salc1238]
slr	slr	2445	sala1264	Salar	Salar	Salar	Salar	35.5457	102.819	[i-slr][w-slr][a-2445][g-sala1264]
sls			sing1237	Singapore Sign Language			Singapore Sign Language	1.33069	103.864	[i-sls][w-][a-][g-sing1237]
slt			sila1247	Sila			Sila	21.6888	102.134	[i-slt][w-][a-][g-sila1247]
slu	sru	2446	sela1259	Selaru	Selaru	Selaru	Selaru	-8.18376	130.961	[i-slu][w-sru][a-2446][g-sela1259]
slv	slo	2447	slov1268	Slovene	Slovene	Slovene	Slovenian	46.2543	14.7766	[i-slv][w-slo][a-2447][g-slov1268]
slw			sial1240	Sialum			Sialum	-6.07688	147.574	[i-slw][w-][a-][g-sial1240]
slx			sala1268	Salampasu			Salampasu	-5.44937	23.1502	[i-slx][w-][a-][g-sala1268]
sly	sly	2448	sela1260	Selayar	Selayar	Selayar	Selayar	-6.10145	120.496	[i-sly][w-sly][a-2448][g-sela1260]
slz	mya	2449	maya1282	Ma`ya	Ma`ya	Ma`ya	Misool-Salawati Ma`ya	-1.22329	130.909	[i-slz][w-mya][a-2449][g-maya1282]
sma	scs	701	sout2674	Saami. South	Saami {Central-South}	Saami {South}	South Saami	62.8801	13.7006	[i-sma][w-scs][a-701][g-sout2674]
smb			simb1255	Simbari			Simbari	-7.02259	145.603	[i-smb][w-][a-][g-simb1255]
smc			somm1240	Som			Som	-6.07366	146.651	[i-smc][w-][a-][g-somm1240]
smd			sama1300	Sama			Sama	-9.86931	13.8713	[i-smd][w-][a-][g-sama1300]
sme	sno	700	nort2671	Saami. North	Saami {Northern}	Saami {North}	North Saami	68.725	22.1113	[i-sme][w-sno][a-700][g-nort2671]
