ISO	WALS	AUTOTYP	Glottolog	Name.ethn	Name.wals	Name.autotyp	Name.glottlog	Latitude	Longitude	UULID
bhk			alba1269				Inland-Buhi-Daraga Bikol	13.1989	123.49	[i-bhk][w-][a-][g-alba1269]
bhl			bimi1240	Bimin			Bimin	-5.38732	142.04	[i-bhl][w-][a-][g-bimi1240]
bhm	bth	1354	bath1244	Bathari	Bathari	Bathari	Bathari	17.4485	53.119	[i-bhm][w-bth][a-1354][g-bath1244]
bhn			boht1238	Bohtan Neo-Aramaic			Gardabani Bohtan Neo-Aramaic	41.459	45.084	[i-bhn][w-][a-][g-boht1238]
bho	bho	1011	bhoj1244	Bhojpuri	Bhojpuri	Bhojpuri	Bhojpuri	26.458455	84.817115	[i-bho][w-bho][a-1011][g-bhoj1244]
bhp	bim	1013	bima1247	Bima	Bima	Bima	Bima	-8.57376	118.445	[i-bhp][w-bim][a-1013][g-bima1247]
bhq		384	tuka1249	Tukang Besi South		Tukang Besi	Tukang Besi South	-5.7478	123.948	[i-bhq][w-][a-384][g-tuka1249]
bhr			bara1369	Malagasy. Bara			Bara Malagasy	-23.9716	45.5937	[i-bhr][w-][a-][g-bara1369]
bhs			buwa1243	Buwal			Buwal	10.6151	13.8838	[i-bhs][w-][a-][g-buwa1243]
bht			bhat1263	Bhattiyali			Bhattiyali	32.4022	76.0311	[i-bht][w-][a-][g-bhat1263]
bhu			bhun1242	Bhunjia			Bhunjia	21.2761	83.1614	[i-bhu][w-][a-][g-bhun1242]
bhv			baha1257	Bahau			Bahau	0.30801	115.332	[i-bhv][w-][a-][g-baha1257]
bhw	bik	1014	biak1248	Biak	Biak	Biak	Biak	-0.9523	135.879	[i-bhw][w-bik][a-1014][g-biak1248]
bhx			bhal1245	Bhalay			Bhalay	21.2665	77.8268	[i-bhx][w-][a-][g-bhal1245]
bhy			bhel1238	Bhele			Bhele	0.24553	28.6681	[i-bhy][w-][a-][g-bhel1238]
bhz			bada1261	Bada			Bada {Indonesia}	-1.80249	120.319	[i-bhz][w-][a-][g-bada1261]
bia	bdm	1015	badi1246	Badimaya	Badimaya	Badimaya	Badimaya	-29.0647	117.246	[i-bia][w-bdm][a-1015][g-badi1246]
bib	bis	1016	biss1248	Bisa	Bisa	Bisa	Bissa	10.4257	-1.67332	[i-bib][w-bis][a-1016][g-biss1248]
bic			bika1251	Bikaru			Bikaru-Bragge	-4.86	142.945	[i-bic][w-][a-][g-bika1251]
bid	bid	1017	bidi1241	Bidiyo	Bidiya	Bidiya	Bidiyo	11.9204	18.8065	[i-bid][w-bid][a-1017][g-bidi1241]
bie			bepo1240	Bepour			Bepour	-4.5985	145.442	[i-bie][w-][a-][g-bepo1240]
bif	bfd	1018	biaf1240	Biafada	Biafada	Biafada	Biafada	11.467	-15.1347	[i-bif][w-bfd][a-1018][g-biaf1240]
big			bian1252	Biangai			Biangai	-7.33882	146.765	[i-big][w-][a-][g-bian1252]
bii			bisu1247				Bisu {Retired}	NA	NA	[i-bii][w-][a-][g-bisu1247]
bij				Vaghat-Ya-Bijim-Legeri				NA	NA	[i-bij][w-][a-][g-]
bik		1032	biko1240			Bikol		NA	NA	[i-bik][w-][a-1032][g-biko1240]
bil			bile1244	Bille			Bile	8.90052	11.1907	[i-bil][w-][a-][g-bile1244]
bim	bmb	1020	bimo1239	Bimoba	Bimoba	Bimoba	Bimoba	10.4575	0.06121	[i-bim][w-bmb][a-1020][g-bimo1239]
bin	bni	1463	bini1246	Edo	Bini	Bini	Bini	6.40701	5.70426	[i-bin][w-bni][a-1463][g-bini1246]
bio	bio	3140	naii1241	Nai	Nai	Nai	Nai	-3.73034	141.273	[i-bio][w-bio][a-3140][g-naii1241]
bip	bia		bila1255	Bila	Bila		Bila	1.16839	28.7626	[i-bip][w-bia][a-][g-bila1255]
biq			bipi1237	Bipi			Bipi	-2.11115	146.398	[i-biq][w-][a-][g-bipi1237]
bir			biso1243	Bisorio			Bisorio	-4.77763	143.213	[i-bir][w-][a-][g-biso1243]
bis	bsm	983	bisl1239	Bislama	Bislama	Bislama	Bislama	-15.4	166.89	[i-bis][w-bsm][a-983][g-bisl1239]
bit		3030	beri1253	Berinomo		Berinomo	Berinomo	-4.41689	142.463	[i-bit][w-][a-3030][g-beri1253]
biu			biet1238	Biete			Biete	24.273507	92.94342	[i-biu][w-][a-][g-biet1238]
biv			sout2790	Birifor. Southern			Southern Birifor	9.2873	-2.72672	[i-biv][w-][a-][g-sout2790]
biw			kolc1235	Kol			Kol {Cameroon}	3.65994	12.8574	[i-biw][w-][a-][g-kolc1235]
bix			bijo1238	Bijori			Bijori	22.5904	84.1907	[i-bix][w-][a-][g-bijo1238]
biy			birh1242	Birhor			Birhor	23.585	85.5611	[i-biy][w-][a-][g-birh1242]
biz			balo1261	Baloi			Loi-Likila	0.93777	18.1266	[i-biz][w-][a-][g-balo1261]
bja			budz1238	Budza			Budza	2.19951	22.6107	[i-bja][w-][a-][g-budz1238]
bjb	bnl	1023	bang1339	Barngarla	Banggarla	Banggarla	Banggarla	-33.3036	136.079	[i-bjb][w-bnl][a-1023][g-bang1339]
bjc			bari1290	Bariji			Bariji	-9.231	148.454	[i-bjc][w-][a-][g-bari1290]
bjd			band1337				Bandjigali	-30.0771	143.282	[i-bjd][w-][a-][g-band1337]
bje			biao1254	Biao-Jiao Mien			Biao-Jiao Mien	25.5309	111.344	[i-bje][w-][a-][g-biao1254]
bjf			barz1241	Barzani Jewish Neo-Aramaic			Barzani Jewish Neo-Aramaic	31.7696	35.1536	[i-bjf][w-][a-][g-barz1241]
bjg			bidy1244	Bidyogo			Kanyaki-Kagbaaga-Kajoko Bidyogo	11.1097	-16.1497	[i-bjg][w-][a-][g-bidy1244]
bjh	bhn	1024	bahi1254	Bahinemo	Bahinemo	Bahinemo	Bahinemo	-4.55527	142.832	[i-bjh][w-bhn][a-1024][g-bahi1254]
bji	brj	1025	burj1242	Burji	Burji	Burji	Burji	4.44624	38.4646	[i-bji][w-brj][a-1025][g-burj1242]
bjj			kana1281	Kanauji			Kanauji	27.1074	79.2883	[i-bjj][w-][a-][g-kana1281]
bjk			baro1253	Barok			Barok	-3.47672	152.193	[i-bjk][w-][a-][g-baro1253]
bjl			bulu1253	Bulu			Bulu {Papua New Guinea}	-5.06134	150.101	[i-bjl][w-][a-][g-bulu1253]
bjm			baje1238	Bajelani			Bajelani	33.9498	42.9867	[i-bjm][w-][a-][g-baje1238]
bjn			banj1239	Banjar			Banjar	0.747105	115.79	[i-bjn][w-][a-][g-banj1239]
bjn		779	kual1252	Banjar		Kuala		NA	NA	[i-bjn][w-][a-779][g-kual1252]
bjo			mids1243	Banda. Mid-Southern			Mid-Southern Banda	5.87893	22.4666	[i-bjo][w-][a-][g-mids1243]
bjp			make1251	Fanamaket			Fanamaket	NA	NA	[i-bjp][w-][a-][g-make1251]
bjq			sout3125				Southern Betsimisaraka Malagasy {Retired}	-20.8687	48.1108	[i-bjq][w-][a-][g-sout3125]
bjr	bnm	1026	binu1245	Binumarien	Binumarien	Binumarien	Binumarien	-6.22068	146.102	[i-bjr][w-bnm][a-1026][g-binu1245]
bjs			baja1265	Bajan			Bajan	13.1365	-59.5346	[i-bjs][w-][a-][g-baja1265]
bjt		1027	bala1302	Balanta-Ganja		Balanta	Balanta-Ganja	12.5382	-15.6658	[i-bjt][w-][a-1027][g-bala1302]
bju			busu1244	Busuu			Busuu	6.68152	9.78433	[i-bju][w-][a-][g-busu1244]
bjv			bedj1245	Bedjond			Nangnda	8.60006	17.2691	[i-bjv][w-][a-][g-bedj1245]
bjw			bakw1243	Bakwe			Bakwe	5.23123	-6.51077	[i-bjw][w-][a-][g-bakw1243]
bjx			bana1288	Itneg. Banao			Banao Itneg	17.5643	121.05	[i-bjx][w-][a-][g-bana1288]
bjy		1028	baya1257	Bayali		Dharumbal	Bayali	-24.9793	151.699	[i-bjy][w-][a-1028][g-baya1257]
bjz		3076	baru1269	Baruga		Baruga	Baruga	-9.40132	148.761	[i-bjz][w-][a-3076][g-baru1269]
bka			kyak1243	Kyak			Kyak	9.51524	11.2785	[i-bka][w-][a-][g-kyak1243]
bkb			fina1242				Eastern-Southern Bontok	17.0319	121.11	[i-bkb][w-][a-][g-fina1242]
bkc	bak	1029	baka1272	Baka	Baka {in Cameroon}	Baka {Cameroon}	Baka {Cameroon}	2.16013	13.7804	[i-bkc][w-bak][a-1029][g-baka1272]
bkd	bkd	1030	binu1244	Binukid	Binukid	Binukid	Talaandig-Binukid	8.15933	124.892	[i-bkd][w-bkd][a-1030][g-binu1244]
bke			beng1290				Bengkulu	NA	NA	[i-bke][w-][a-][g-beng1290]
bkf			beek1238	Beeke			Beeke	3.18438	29.9842	[i-bkf][w-][a-][g-beek1238]
bkg			bura1269	Buraka			Buraka	4.42283	20.7161	[i-bkg][w-][a-][g-bura1269]
bkh			bako1249	Bakoko			Bakoko	3.56518	9.99905	[i-bkh][w-][a-][g-bako1249]
bki			baki1244	Baki			Baki	-16.7096	168.165	[i-bki][w-][a-][g-baki1244]
bkj			pand1264	Pande			Pande	3.57935	16.22754	[i-bkj][w-][a-][g-pand1264]
bkk	bkt	1031	brok1247	Brokskat	Brokskat	Brokskat	Brokskat	34.5308	76.6026	[i-bkk][w-bkt][a-1031][g-brok1247]
bkl	brk	36	beri1254	Berik	Berik	Berik	Berik	-2.26904	138.866	[i-bkl][w-brk][a-36][g-beri1254]
bkm	kou	1033	komc1235	Kom	Kom	Kom	Kom {Cameroon}	6.2596	10.3348	[i-bkm][w-kou][a-1033][g-komc1235]
bkn			buki1248	Bukitan			Bukitan	2.34947	114.895	[i-bkn][w-][a-][g-buki1248]
bko			kwaa1265	Kwa`			Kwa`	4.88273	10.3453	[i-bko][w-][a-][g-kwaa1265]
bkp			boko1263	Boko			Boko {Democratic Republic of Congo}	1.51612	18.8806	[i-bkp][w-][a-][g-boko1263]
bkq	bki	1034	baka1277	Bakairi	Bakairi	Bakairi	Bakairi	-14.2628	-54.7034	[i-bkq][w-bki][a-1034][g-baka1277]
bkr			baku1263	Bakumpai			Bakumpai	-1.98842	114.77	[i-bkr][w-][a-][g-baku1263]
bks			masb1237	Sorsoganon. Northern			Masbate Sorsogon	12.8438	124.002	[i-bks][w-][a-][g-masb1237]
bkt			bolo1262	Boloki			Boloki	0.83463	18.4555	[i-bkt][w-][a-][g-bolo1262]
bku			buhi1245	Buhid			Buhid	12.6396	121.21	[i-bku][w-][a-][g-buhi1245]
bkv			bekw1241	Bekwarra			Bekwarra	6.73737	8.86489	[i-bkv][w-][a-][g-bekw1241]
bkw			bekw1242	Bekwel			Bekwil	1.71801	14.6527	[i-bkw][w-][a-][g-bekw1242]
bkx			baik1238	Baikeno			Baikeno	-9.32991	124.256	[i-bkx][w-][a-][g-baik1238]
bky			boky1238	Bokyi			Bokyi	6.10475	9.05875	[i-bky][w-][a-][g-boky1238]
bkz			bung1269	Bungku			Bungku	-3.22197	122.212	[i-bkz][w-][a-][g-bung1269]
bla	bla	1036	siks1238	Blackfoot	Blackfoot	Blackfoot	Siksika	49.0669	-113.109	[i-bla][w-bla][a-1036][g-siks1238]
blb	bil	1035	bilu1245	Bilua	Bilua	Bilua	Bilua	-7.92388	156.663	[i-blb][w-bil][a-1035][g-bilu1245]
blc	bco	995	bell1243	Bella Coola	Bella Coola	Bella Coola	Bella Coola	52.3448	-126.689	[i-blc][w-bco][a-995][g-bell1243]
bld			bola1252	Bolango			Bolango	0.39044	123.888	[i-bld][w-][a-][g-bola1252]
ble			bala1301	Balanta-Kentohe			Balanta-Kentohe	11.8203	-15.3221	[i-ble][w-][a-][g-bala1301]
blf			buol1237	Buol			Buol	0.97727	121.519	[i-blf][w-][a-][g-buol1237]
blg			bala1306	Balau			Balau	1.33476	110.913	[i-blg][w-][a-][g-bala1306]
blh			kuwa1247	Kuwaa			Kuwaa	7.54885	-9.9765	[i-blh][w-][a-][g-kuwa1247]
bli	bol	1037	boli1255	Bolia	Bolia	Bolia	Bolia	-1.38362	18.09748	[i-bli][w-bol][a-1037][g-boli1255]
blj			bolo1268	Bolongan			Bolongan	2.75927	117.293	[i-blj][w-][a-][g-bolo1268]
blk			paok1235	Pa`o			Pa`o Karen	20.211	97.5969	[i-blk][w-][a-][g-paok1235]
bll	blx	1038	bilo1248		Biloxi	Biloxi	Biloxi	31.32	-89.1951	[i-bll][w-blx][a-1038][g-bilo1248]
blm			beli1257	Beli			Beli {South Sudan}	6.40428	29.7954	[i-blm][w-][a-][g-beli1257]
bln			sout2912	Bikol. Southern Catanduanes			Coastal-Virac Bikol	13.6989	124.29	[i-bln][w-][a-][g-sout2912]
blo			anii1245	Anii			Anii	9.11127	1.60169	[i-blo][w-][a-][g-anii1245]
blp		3027	blab1237	Blablanga		Blablanga	Blablanga	-8.15058	159.419	[i-blp][w-][a-3027][g-blab1237]
blq			balu1257	Baluan-Pam			Paluai	-2.5604	147.282	[i-blq][w-][a-][g-balu1257]
blr			blan1242	Blang			Blang	22.0092	99.7405	[i-blr][w-][a-][g-blan1242]
bls			bala1314	Balaesang			Balaesang	-0.05644	119.689	[i-bls][w-][a-][g-bala1314]
blt			taid1247	Tai Dam			Tai Dam	18.9572	102.928	[i-blt][w-][a-][g-taid1247]
blu			hmon1338				Hmong Njua {Retired}	NA	NA	[i-blu][w-][a-][g-hmon1338]
blv			bolo1261	Bolo			Kibala	-10.3511	15.0867	[i-blv][w-][a-][g-bolo1261]
blw	blg	1039	bala1310	Balangao	Balangao	Balangao	Balangao	17.0994	121.272	[i-blw][w-blg][a-1039][g-bala1310]
blx			magi1241	Ayta. Mag-Indi			Mag-Indi Ayta	14.9617	120.182	[i-blx][w-][a-][g-magi1241]
bly			notr1240	Notre			Notre	10.7025	1.27435	[i-bly][w-][a-][g-notr1240]
blz	blk	1040	bala1315	Balantak	Balantak	Balantak	Balantak	-0.86809	123.289	[i-blz][w-blk][a-1040][g-bala1315]
bma			lame1257	Lame			Lame	10.7229	8.78768	[i-bma][w-][a-][g-lame1257]
bmb			bemb1255	Bembe			Bembe	-4.49057	29.0507	[i-bmb][w-][a-][g-bemb1255]
bmc			biem1237	Biem			Biem	-3.61342	144.816	[i-bmc][w-][a-][g-biem1237]
bmd			baga1270	Baga Manduri			Baga Manduri	10.76747	-14.60521	[i-bmd][w-][a-][g-baga1270]
bme			lima1246	Limassa			Limassa	2.26808	16.1874	[i-bme][w-][a-][g-lima1246]
bmf			bomk1234	Bom			Bom-Kim	9.27518	-11.59696	[i-bmf][w-][a-][g-bomk1234]
bmg			bamw1238	Bamwe			Bamwe	2.16773	19.1644	[i-bmg][w-][a-][g-bamw1238]
bmh			kein1239	Kein			Kein	-5.3373	145.483	[i-bmh][w-][a-][g-kein1239]
bmi	bag	515	bagi1246	Bagirmi	Bagirmi	Bagirmi	Bagirmi	11.52392	14.769495	[i-bmi][w-bag][a-515][g-bagi1246]
bmj			bote1238	Bote			Bote	27.7074	84.348	[i-bmj][w-][a-][g-bote1238]
bmk			ghay1237	Ghayavi			Ghayavi	-10.011	149.84	[i-bmk][w-][a-][g-ghay1237]
bml			bomb1261	Bomboli			Bomboli-Bozaba	1.99315	18.5131	[i-bml][w-][a-][g-bomb1261]
bmm			nort2890	Malagasy. Northern Betsimisaraka			Northern Betsimisaraka Malagasy	-19.9184	48.812	[i-bmm][w-][a-][g-nort2890]
bmn			bina1271	Bina			Bina {Papua New Guinea}	-10.2667	149.661	[i-bmn][w-][a-][g-bina1271]
bmo			bamb1265	Bambalang			Bambalang	5.861	10.544	[i-bmo][w-][a-][g-bamb1265]
bmp			bulg1265	Bulgebi			Bulgebi	-5.69713	146.403	[i-bmp][w-][a-][g-bulg1265]
bmq			bomu1247	Bomu			Bomu	12.3816	-4.538	[i-bmq][w-][a-][g-bomu1247]
bmr	mui	194	muin1242	Muinane	Muinane	Muinane	Muinane	-0.8652	-72.4249	[i-bmr][w-mui][a-194][g-muin1242]
bms			bilm1238	Kanuri. Bilma			Bilma Kanuri	19.1	13.0665	[i-bms][w-][a-][g-bilm1238]
bmt			biao1256	Biao Mon			Biao Mon	24.6451	113.469	[i-bmt][w-][a-][g-biao1256]
bmu	bmr	1041	buru1306	Somba-Siawari	Burum	Burum	Burum-Mindik	-6.51663	147.333	[i-bmu][w-bmr][a-1041][g-buru1306]
bmv			bumm1238	Bum			Bum	6.48655	10.418	[i-bmv][w-][a-][g-bumm1238]
bmw			bomw1238	Bomwali			Bomwali	1.71005	15.9546	[i-bmw][w-][a-][g-bomw1238]
bmx			baim1245	Baimak			Baimak	-5.18943	145.606	[i-bmx][w-][a-][g-baim1245]
bmy			bemb1258				Bemba {Democratic Republic of Congo}	-10	28.08	[i-bmy][w-][a-][g-bemb1258]
bmz			bara1378	Baramu			Baramu	-8.4885	143.002	[i-bmz][w-][a-][g-bara1378]
bna			bone1254	Bonerate			Bonerate	-7.37657	121.792	[i-bna][w-][a-][g-bone1254]
bnb			book1241	Bookan			Bookan	5.32519	116.474	[i-bnb][w-][a-][g-book1241]
bnc		1043	cent2083			Bontok		NA	NA	[i-bnc][w-][a-1043][g-cent2083]
bnd			band1355	Banda			Banda {Indonesia}	-5.42138	133.142	[i-bnd][w-][a-][g-band1355]
bne			bint1245	Bintauna			Bintauna	0.75069	123.486	[i-bne][w-][a-][g-bint1245]
bnf			masi1266	Masiwang			Masiwang	-3.29547	130.601	[i-bnf][w-][a-][g-masi1266]
bng	bga	996	beng1282	Benga	Benga	Benga	Benga	1.075766	9.600739	[i-bng][w-bga][a-996][g-beng1282]
bnh			bana1306				Banawa	NA	NA	[i-bnh][w-][a-][g-bana1306]
bni	bob	1045	bang1354	Bangi	Bobangi	Bobangi	Bobangi	-0.87437	17.227	[i-bni][w-bob][a-1045][g-bang1354]
bnj			east2482	Tawbuid. Eastern			Eastern Tawbuid	12.8968	121.177	[i-bnj][w-][a-][g-east2482]
bnk			bier1244	Bierebo			Bierebo	-16.6663	168.154	[i-bnk][w-][a-][g-bier1244]
bnl			boon1242	Boon			Boon	0.41988	43.1208	[i-bnl][w-][a-][g-boon1242]
bnm			bata1285	Batanga			Batanga	1.397041	9.51011	[i-bnm][w-][a-][g-bata1285]
bnn		3115	bunu1267	Bunun		Bunun	Bunun	23.4116	121.025	[i-bnn][w-][a-3115][g-bunu1267]
bno			bant1288	Bantoanon			Bantoanon	12.5194	122.034	[i-bno][w-][a-][g-bant1288]
bnp			bola1250	Bola			Bola	-5.55792	150.095	[i-bnp][w-][a-][g-bola1250]
bnq	bnt	1046	bant1286	Bantik	Bantik	Bantik	Bantik	1.44586	124.846	[i-bnq][w-bnt][a-1046][g-bant1286]
bnr			butm1237	Butmas-Tur			Farafi	-15.3353	167.034	[i-bnr][w-][a-][g-butm1237]
bns			bund1253	Bundeli			Bundeli	24.8982	78.9542	[i-bns][w-][a-][g-bund1253]
bnu			bent1237	Bentong			Bentong	-4.76004	119.806	[i-bnu][w-][a-][g-bent1237]
bnv			bone1255	Beneraf			Bonerif	-2.09529	139.208	[i-bnv][w-][a-][g-bone1255]
bnw			bisi1244	Bisis			Bisis	-4.46238	143.058	[i-bnw][w-][a-][g-bisi1244]
bnx			bang1350	Bangubangu			Bangubangu	-4.31464	27.2438	[i-bnx][w-][a-][g-bang1350]
bny			bint1246	Bintulu			Bintulu	3.867	113.634	[i-bny][w-][a-][g-bint1246]
bnz			beez1238	Beezen			Beezen	6.81552	10.109	[i-bnz][w-][a-][g-beez1238]
boa	bor	1047	bora1263	Bora	Bora	Bora	Bora	-2.000259	-72.257066	[i-boa][w-bor][a-1047][g-bora1263]
bob			awee1242	Aweer			Aweer	-1.40124	41.234	[i-bob][w-][a-][g-awee1242]
boc			baku1265				Bakung Kenyah	NA	NA	[i-boc][w-][a-][g-baku1265]
bod	tib	1424	tibe1272	Tibetan. Central	Tibetan {Standard Spoken}	Tibetan {Modern Literary}	Tibetan	28.3681	90.1872	[i-bod][w-tib][a-1424][g-tibe1272]
bod	tib	1425	tibe1272	Tibetan. Central	Tibetan {Standard Spoken}	Tibetan {Shigatse}	Tibetan	28.3681	90.1872	[i-bod][w-tib][a-1425][g-tibe1272]
bod	tib	375	tibe1272	Tibetan. Central	Tibetan {Standard Spoken}	Tibetan {Standard Spoken}	Tibetan	28.3681	90.1872	[i-bod][w-tib][a-375][g-tibe1272]
bod	tib	627	tibe1272	Tibetan. Central	Tibetan {Standard Spoken}	Rangpas	Tibetan	28.3681	90.1872	[i-bod][w-tib][a-627][g-tibe1272]
bod	tib	691	tibe1272	Tibetan. Central	Tibetan {Standard Spoken}	Tibetan {Lhasa}	Tibetan	28.3681	90.1872	[i-bod][w-tib][a-691][g-tibe1272]
bod	tib	723	tibe1272	Tibetan. Central	Tibetan {Standard Spoken}	Tibetan {Dege}	Tibetan	28.3681	90.1872	[i-bod][w-tib][a-723][g-tibe1272]
boe			mund1328	Mundabli			Mundabli-Mufu	6.59969	10.2704	[i-boe][w-][a-][g-mund1328]
bof			bolo1266	Bolon			Bolon	11.8242	-4.75524	[i-bof][w-][a-][g-bolo1266]
bog			bama1249	Bamako Sign Language			Langue de Signes Malienne	12.651	-8.00136	[i-bog][w-][a-][g-bama1249]
boh			boma1246	Boma			Boma Yumu	-3.27	17.45	[i-boh][w-][a-][g-boma1246]
boi	cba	1048	barb1263	Barbareno	Chumash {Barbareno}	Barbareno	Barbareno	34.462	-119.699	[i-boi][w-cba][a-1048][g-barb1263]
boj			anja1238	Anjam			Anjam	-5.45899	145.717	[i-boj][w-][a-][g-anja1238]
bok			bonj1234	Bonjo			Impfondo	2.39823	17.6298	[i-bok][w-][a-][g-bonj1234]
bol	blq	1049	nucl1695	Bole	Bole	Bole	Bole	11.4839	11.2322	[i-bol][w-blq][a-1049][g-nucl1695]
bom	bir	1050	bero1242	Berom	Birom	Birom	Berom	9.67037	8.81221	[i-bom][w-bir][a-1050][g-bero1242]
bon			bine1240	Bine			Bine	-9.08879	142.893	[i-bon][w-][a-][g-bine1240]
boo			tiem1235	Bozo. Tiemacewe			Tiemacewe Bozo	15.47052	-4.25688	[i-boo][w-][a-][g-tiem1235]
bop			bonk1244	Bonkiman			Bonkiman	-5.84007	146.738	[i-bop][w-][a-][g-bonk1244]
boq			boga1247	Bogaya			Bogaya	-5.54487	142.255	[i-boq][w-][a-][g-boga1247]
bor	brr	648	boro1282	Bororo	Bororo	Bororo	Bororo	-16.6029	-55.2004	[i-bor][w-brr][a-648][g-boro1282]
bos	bos	1407	bosn1245	Bosnian	Bosnian	Bosnian	Bosnian Standard	43.859	17.046	[i-bos][w-bos][a-1407][g-bosn1245]
bot	bgo	1053	bong1285	Bongo	Bongo	Bongo	Bongo	7.4145	27.9918	[i-bot][w-bgo][a-1053][g-bong1285]
bou			bond1247	Bondei			Bondei	-5.10749	38.5079	[i-bou][w-][a-][g-bond1247]
bov			tuwu1238	Tuwuli			Tuwuli	7.31095	0.38008	[i-bov][w-][a-][g-tuwu1238]
bow			rema1238	Rema			Rema	-8.41526	141.034	[i-bow][w-][a-][g-rema1238]
box			buam1238	Buamu			Buamu	11.1687	-3.50303	[i-box][w-][a-][g-buam1238]
boy			bodo1272	Bodo			Bodo {Central African Republic}	6	26	[i-boy][w-][a-][g-bodo1272]
boz	boz	1054	tiey1235	Bozo. Tieyaxo	Bozo {Tigemaxo}	Bozo {Tigemaxo}	Tieyaxo Bozo	14.1223	-5.08609	[i-boz][w-boz][a-1054][g-tiey1235]
bpa			daka1243	Daakaka			Dakaka	-16.2696	168.013	[i-bpa][w-][a-][g-daka1243]
bpb			barb1242	Barbacoas			Barbacoas	1.5206	-78.4834	[i-bpb][w-][a-][g-barb1242]
bpc			mbuk1244				Mbuk	6.535575	10.415141	[i-bpc][w-][a-][g-mbuk1244]
bpd			band1343	Banda-Banda			Banda-Banda	6.63889	22.7568	[i-bpd][w-][a-][g-band1343]
bpe	brp		wara1302		Barupu		Bauni	-3.07263	142.012	[i-bpe][w-brp][a-][g-wara1302]
bpg			bong1287	Bonggo			Bonggo	-2.28044	139.576	[i-bpg][w-][a-][g-bong1287]
bph		2946	botl1242	Botlikh		Botlikh	Botlikh	42.665	46.22	[i-bph][w-][a-2946][g-botl1242]
bpi			bagu1252	Bagupi			Bagupi	-5.07778	145.632	[i-bpi][w-][a-][g-bagu1252]
bpj			binj1249	Binji			Binji	-6.7	21.7	[i-bpj][w-][a-][g-binj1249]
bpk			orow1242	Orowe			Orowe	-21.6269	165.473	[i-bpk][w-][a-][g-orow1242]
bpl			broo1238	Broome Pearling Lugger Pidgin			Broome Pearling Lugger Pidgin	-17.927	122.233	[i-bpl][w-][a-][g-broo1238]
bpm			biyo1244	Biyom			Biyom	-5.79929	145.348	[i-bpm][w-][a-][g-biyo1244]
bpn			dzao1238	Dzao Min			Dzao Min	24.9754	112.326	[i-bpn][w-][a-][g-dzao1238]
bpo			anas1239	Anasi			Anasi	-1.73908	137.716	[i-bpo][w-][a-][g-anas1239]
bpp	kaj	1055	kaur1271	Kaure	Kaure	Kaure	Kaure-Narau	-3.39188	140.14	[i-bpp][w-kaj][a-1055][g-kaur1271]
bpq			band1353	Malay. Banda			Banda Malay	-4.55565	129.905	[i-bpq][w-][a-][g-band1353]
bpr			koro1310	Blaan. Koronadal			Koronadal Blaan	6.20529	125.007	[i-bpr][w-][a-][g-koro1310]
bps		1022	sara1326	Blaan. Sarangani		Bilaan	Sarangani Blaan	6.03691	125.354	[i-bps][w-][a-1022][g-sara1326]
bpt			barr1247	Barrow Point			Barrow Point	-14.1219	144.531	[i-bpt][w-][a-][g-barr1247]
bpu	bon	1057	bong1291	Bongu	Bongu	Bongu	Bongu	-5.50519	145.806	[i-bpu][w-bon][a-1057][g-bong1291]
bpv			bian1251	Marind. Bian			Bian Marind	-7.35942	140.568	[i-bpv][w-][a-][g-bian1251]
bpw			bopa1235	Bo			Bo {Papua New Guinea}	-4.32114	141.45	[i-bpw][w-][a-][g-bopa1235]
bpx			paly1238	Bareli. Palya			Palya Bareli	21.937	75.233	[i-bpx][w-][a-][g-paly1238]
bpy			bish1244	Bishnupriya			Bishnupriya Manipuri	24.4578	92.0157	[i-bpy][w-][a-][g-bish1244]
bpz		2380	bilb1242	Bilba		Roti	Bilba	-10.6503	123.307	[i-bpz][w-][a-2380][g-bilb1242]
bqa			tchu1241	Tchumbuli			Tchumbuli	8.43449	2.55627	[i-bqa][w-][a-][g-tchu1241]
bqb			bagu1251	Bagusa			Bagusa	-1.98844	137.914	[i-bqb][w-][a-][g-bagu1251]
bqc	bok	1058	boko1266	Boko	Boko	Boko	Boko {Benin}	10.5189	3.71771	[i-bqc][w-bok][a-1058][g-boko1266]
bqd			bung1259	Bung			Bung	6.40736	11.6389	[i-bqd][w-][a-][g-bung1259]
bqe			basq1249				Navarro-Labourdin Basque	NA	NA	[i-bqe][w-][a-][g-basq1249]
bqf			baga1271	Baga Kaloum			Baga Kaloum	9.951	-12.887	[i-bqf][w-][a-][g-baga1271]
bqg			bago1245	Bago-Kusuntu			Bago-Kusuntu	8.52697	1.41214	[i-bqg][w-][a-][g-bago1245]
bqh			baim1244	Baima			Baima	33.1001	103.952	[i-bqh][w-][a-][g-baim1244]
bqi			bakh1245	Bakhtiari			Bakhtiari	32.0163	49.7713	[i-bqi][w-][a-][g-bakh1245]
bqj		3026	band1340	Bandial		Bandial	Bandial	12.5258	-16.4245	[i-bqj][w-][a-3026][g-band1340]
bqk			band1342	Banda-Mbres			Banda-Mbres	7.32924	23.0108	[i-bqk][w-][a-][g-band1342]
bql			bila1257	Bilakura			Karen	-4.93116	145.559	[i-bql][w-][a-][g-bila1257]
bqm			wumb1241	Wumboko			Wumboko-Bubia	4.24717	9.08026	[i-bqm][w-][a-][g-wumb1241]
