stock	mbranch	sbranch	ssbranch	lsbranch	language	LID	glottolog_LID.2014	ISO639.3.2013
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	NA	Shekhawati	2021	shek1243	swv
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	NA	Mawchi	2022	mawc1242	mke
Chadic	West Chadic	West - B (West Chadic)	NA	NA	Miya	2023	miya1266	mkf
Indo-European	Balto-Slavic	Slavic	South Slavic	NA	Macedonian	2024	mace1250	mkd
Otomanguean	Mixtecan	NA	NA	NA	Mixtec (Silacayoapan)	2025	sila1250	mks
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage	Tamabo	2027	malo1243	mla
Sepik	Middle Sepik (Ndu)	NA	NA	NA	Manambu	2028	mana1298	mle
Mongolic	NA	NA	NA	NA	Moghol	2029	mogh1245	mhj
Tai-Kadai	NA	NA	NA	NA	Mulao	2030	mula1253	mlm
Madang	Croisilles	NA	NA	NA	Mugil	2031	barg1252	mlp
Mande	West Mande	NA	NA	NA	Maninka (Western)	2032	west2500	mlq
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Maltese	Maltese	2033	malt1254	mlt
Austronesian	Malayo-Polynesian	Oceanic	Southeast Solomonic	Longgu/Malaita/Makira	Toqabaqita	2034	toab1237	mlu
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage	Mwotlap	2035	motl1237	mlv
Pama-Nyungan	Southwestern Pama-Nyungan	NA	NA	NA	Nyangumarda	2036	nyan1301	nna
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage	Mae	2037	maee1241	mme
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Mamanwa	2038	mama1275	mmn
Mayan	Quichean-Mamean (Eastern Maya)	Mamean	NA	NA	Mam (Southern)	2039	mamm1241	mam
Chadic	East Chadic	NA	NA	NA	Migama	2040	miga1249	mmy
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Mangap-Mbula	2041	mbul1263	mna
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Umbundu	2042	umbu1257	umb
Austroasiatic	Eastern Mon-Khmer	Bahnaric	NA	NA	Mnong (Eastern)	2043	east2333	mng
Mande	West Mande	NA	NA	NA	Maninka	2044	east2426	emk
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Mokilese	2045	moki1238	mkj
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Rennellese	2046	renn1242	mnv
Austroasiatic	Southern Mon-Khmer	Monic	NA	NA	Mon	2047	monn1252	mnw
East Bird’s Head	NA	NA	NA	NA	Sougb	2048	mani1235	mnx
Wissel Lakes	NA	NA	NA	NA	Moni	2049	moni1261	mnz
Guaicuruan	NA	NA	NA	NA	Mocoví	2050	moco1246	moc
Algic	Algonquian	NA	NA	NA	Montagnais	2051	mont1268	moe
Algic	Algonquian	NA	NA	NA	Mahican	2052	mahi1248	mjy
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Gorontalo-Mongondic	NA	Mongondow	2053	mong1342	mog
Iroquoian	Northern Iroquoian	Five Nations-Huronian-Susquehannock (Proto-Lake Iroquoian)	Five Nations	Mohawk-Oneida	Mohawk	2054	moha1258	moh
Morehead and Upper Maro Rivers	NA	NA	NA	NA	Moraori	2055	moro1289	mok
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Mongo	2056	mong1338	lol
Uto-Aztecan	Northern Uto-Aztecan	Numic	NA	NA	Mono (USA)	2057	mono1275	mnr
Mayan	Yucatecan	NA	NA	NA	Mopan	2058	mopa1243	mop
Chibchan	NA	NA	NA	NA	Motilón (Chibchan)	2059	bari1297	mot
Yuman	NA	NA	NA	NA	Mojave	2060	moha1256	mov
Omotic	NA	NA	NA	NA	Moca	2061	shek1244	moy
Chadic	East Chadic	NA	NA	NA	Mokilko	2062	muku1242	moz
Surmic	NA	NA	NA	NA	Majang	2063	maja1242	mpe
Pama-Nyungan	Southwestern Pama-Nyungan	Wati	NA	NA	Martu Wangka	2064	mart1256	mpj
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Mbara	2065	mbar1260	mpk
Otomanguean	Mixtecan	NA	NA	NA	Mixtec (Yosondúa)	2066	yoso1239	mpm
Pano-Tacanan	Panoan	NA	NA	NA	Matis	2067	mati1255	mpq
Teberan	NA	NA	NA	NA	Dadibi	2068	dadi1250	mps
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Minangkabau	2069	mina1268	min
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Mamasa	2070	mama1276	mqj
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	NA	Magahi	2071	maga1260	mag
West Papuan	North Halmaheran	NA	NA	NA	Makian (West)	2072	west2600	mqs
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Manggarai	2073	mang1405	mqy
Austroasiatic	Northern Mon-Khmer	Khmuic	NA	NA	Mlabri (Minor)	2074	mlab1235	mra
Sino-Tibetan	Remnant Himalayish	NA	NA	NA	Magar (Syangja)	2075	west2418	mrd
Sino-Tibetan	Tani	Eastern Tani	NA	NA	Mising	2076	misi1242	mrg
Sino-Tibetan	Kukish (Mizo-Kuki-Chin)	Central Chin	NA	NA	Chin (Mara)	2077	mara1382	mrh
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Maric	Mari (Hill)	2078	west2392	mrj
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Cheke Holo	2079	chek1238	mrn
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Marquesan	2080	nort2845	mrq
Indo-European	Indo-Iranian	Indo-Aryan	Southwestern Indo-Aryan	NA	Marathi	2081	mara1378	mar
Maban	NA	NA	NA	NA	Masalit	2082	nucl1440	mls
Adamawa-Ubangi	NA	NA	NA	NA	Ma	2083	made1252	msj
Mombum	NA	NA	NA	NA	Mombum	2084	nucl1452	mso
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	South Sulawesi	NA	Makassar	2085	maka1311	mak
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Musom	2086	muso1238	msu
Lower Sepik - Ramu	Lower Ramu	Mikarew-Kire (MK)	NA	NA	Mikarew	2087	arua1260	msy
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Mono-Alu	2088	mono1273	mte
Lower Sepik - Ramu	Lower Sepik	Murik-Kopar	NA	NA	Murik	2089	muri1260	mtf
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Mbe'	2090	mbee1250	mtk
Mixe-Zoque	NA	NA	NA	NA	Mixe (Totontepec)	2091	toto1305	mto
Austroasiatic	Eastern Mon-Khmer	Viet-Muong	Muongic	NA	Muong	2092	muon1246	mtq
Adamawa-Ubangi	NA	NA	NA	NA	Mundang	2093	mund1325	mua
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Musgu	2094	musg1254	mug
Adamawa-Ubangi	NA	NA	NA	NA	Mündü	2095	mund1326	muh
Adamawa-Ubangi	NA	NA	NA	NA	Mumuye	2096	nucl1240	mzm
Benue-Congo	Bantoid	Grassfields Bantu	NA	NA	Mundani	2097	mund1327	mnf
Surmic	NA	NA	NA	NA	Mursi	2098	murs1242	muz
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Manam	2099	mana1295	mva
Na-Dene	Athabaskan	NA	NA	NA	Mattole	2100	matt1238	mvb
Mayan	Quichean-Mamean (Eastern Maya)	Mamean	NA	NA	Mam	2101	mamm1241	mam
Mongolic	NA	NA	NA	NA	Ordos	2102	peri1253	mvf
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Minaveha	2103	mina1269	mvn
Pama-Nyungan	Southwestern Pama-Nyungan	Ngumbin	NA	NA	Mudburra	2104	mudb1240	dmw
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Mwera	2105	mwer1248	mwe
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Mentawai	2106	ment1249	mwv
Miao-Yao	NA	NA	NA	NA	Miao (White)	2107	hmon1333	mww
Sino-Tibetan	Mishmi	NA	NA	NA	Miju	2108	miju1243	mxj
Monumbo	NA	NA	NA	NA	Monumbo	2109	nucl1458	mxk
Mixe-Zoque	NA	NA	NA	NA	Mixe (Tlahuitoltepec)	2110	tlah1239	mxp
Otomanguean	Mixtecan	NA	NA	NA	Mixtec (Jamiltepec)	2111	jami1235	mxt
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Mada (Cameroon)	2112	mada1293	mxu
Mande	West Mande	NA	NA	NA	Mauka	2113	maho1249	mxx
Benue-Congo	Bantoid	NA	NA	NA	Mambila	2114	nige1255	mzk
Bongo-Bagirmi	NA	NA	NA	NA	Mbay	2115	mbay1241	myb
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Mpongwe	2116	myen1241	mye
Surmic	NA	NA	NA	NA	Me'en	2117	meen1242	mym
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Muna	2118	muna1247	mnb
Tupian	NA	NA	NA	NA	Mundurukú	2119	mund1330	myu
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Mordvin (Erzya)	2120	erzy1239	myv
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Muyuw	2121	muyu1244	myw
Tucánoan	NA	NA	NA	NA	Macuna	2122	macu1260	myy
Berber	NA	NA	NA	Berber	Berber (Mzab)	2123	tumz1238	mzb
Matacoan	NA	NA	NA	NA	Wichí	2124	wich1264	mzh
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Marshallese	2125	mars1254	mah
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Mazanderani	2126	maza1291	mzn
Finisterre-Huon	Huon	Western Huon	NA	NA	Nabak	2127	naba1256	naf
Naga Pidgin	NA	NA	NA	NA	Naga Pidgin	2128	naga1394	nag
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Xalitla)	2129	guer1241	ngu
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Huasteca)	2130	west2624	nhw
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Nakanai	2131	naka1262	nak
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Nalik	2132	nali1244	nal
Southern Daly	NA	NA	NA	NA	Ngankikurungkurr	2133	nang1259	nam
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Napu	2134	napu1241	npy
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Mecayapan Isthmus)	2135	isth1242	nhx
Pama-Nyungan	NA	NA	NA	NA	Ngarinyeri	2136	narr1259	nay
Sino-Tibetan	Brahmaputran (Sal)	Konyak	Chang	NA	Chang	2137	chan1313	nbc
Sino-Tibetan	NA	NA	NA	NA	Naxi	2138	naxi1245	nbf
Sino-Tibetan	Angami-Pochuri Group	NA	NA	NA	Naga (Mao)	2139	maon1238	nbi
Pama-Nyungan	Southwestern Pama-Nyungan	Ngumbin	NA	NA	Ngarinyman	2140	ngar1235	nbj
Pama-Nyungan	Karnic	NA	NA	NA	Wangkumara	2141	ngur1261	nbx
Austroasiatic	Southern Mon-Khmer	Nicobaric	NA	NA	Nicobarese	2142	sout2689	nik
Yale	NA	NA	NA	NA	Nagatman	2143	yale1246	nce
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (North Puebla)	2144	nort2957	ncj
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Michoacan)	2145	mich1245	ncl
Kwa	Potou-Tano	NA	NA	NA	Chumburung	2146	chum1261	ncu
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ndonga	2147	ndon1254	ndo
Adamawa-Ubangi	NA	NA	NA	NA	Samba Leko	2148	samb1305	ndi
Adamawa-Ubangi	NA	NA	NA	NA	Mondunga	2149	ndun1249	ndt
North Atlantic	NA	NA	NA	NA	Ndut	2150	ndut1239	ndv
Adamawa-Ubangi	NA	NA	NA	NA	Ndogo	2151	ndog1248	ndz
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Nelemwa	2152	kuma1276	nee
Tungusic	Northern Tungusic	Northwestern Tungusic	NA	NA	Negidal	2153	negi1245	neg
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ndebele (South Africa)	2154	sout2808	nbl
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Nengone	2155	neng1238	nen
Senufo	NA	NA	NA	NA	Nafaanra	2156	nafa1258	nfr
Adamawa-Ubangi	NA	NA	NA	NA	Ngbaka	2157	ngba1285	nga
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ngombe	2158	ngom1268	ngc
Benue-Congo	Bantoid	Grassfields Bantu	NA	NA	Ngemba	2159	ngem1255	nge
Chadic	West Chadic	West - B (West Chadic)	NA	Bade	Ngizim	2160	ngiz1242	ngi
Gunwingguan	NA	NA	NA	NA	Ngalkbun	2161	ngal1292	ngk
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Londo	2162	orok1266	bdu
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ngoni	2163	ngon1269	ngo
Tai-Kadai	NA	NA	NA	NA	Yay	2164	bouy1240	pcc
Mande	East Mande	NA	NA	NA	Beng	2165	beng1286	nhb
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Central)	2166	cent2132	nhn
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Pajapan)	2167	isth1241	nhp
Benue-Congo	Bantoid	NA	NA	NA	Noni	2168	noon1243	nhu
Gunwingguan	Ngandi-Nunggubuyu	NA	NA	NA	Ngandi	2169	ngan1295	nid
Adamawa-Ubangi	NA	NA	NA	NA	Lua	2170	niel1243	nie
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Nyiha	2171	nyih1240	nih
Uralic	Samoyedic	Northern Samoyedic	NA	NA	Nganasan	2172	ngan1291	nio
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Nias	2173	nias1242	nia
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Niuean	2174	niue1239	niu
Torricelli	Wapei-Palei	NA	NA	NA	Ningil	2175	ning1273	niz
Sino-Tibetan	Brahmaputran (Sal)	Konyak	Tangsa-Nocte	NA	Nocte	2176	noct1238	njb
Sino-Tibetan	Brahmaputran (Sal)	Ao	NA	NA	Lotha	2177	loth1237	njh
Sino-Tibetan	Brahmaputran (Sal)	Ao	NA	NA	Ao	2178	aona1235	njo
Pama-Nyungan	Southwestern Pama-Nyungan	NA	NA	NA	Ngadjumaja	2179	ngad1258	nju
Sino-Tibetan	Zeme Group	NA	NA	NA	Kabui	2180	inpu1234	nkf
Kwa	Potou-Tano	NA	NA	NA	Nkonya	2181	nkon1245	nko
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Nukuoro	2182	nuku1260	nkr
Austronesian	Malayo-Polynesian	Oceanic	Southeast Solomonic	Bugotu/Gela/Guadalcanal	Gela	2183	gela1263	nlg
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Central Vanuatu linkage	Nambas (Big)	2184	bign1238	nmb
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ndumu	2185	ndum1239	nmd
Sino-Tibetan	NA	NA	NA	NA	Naga (Tangkhul)	2186	tang1336	nmf
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Bujeba	2187	kwas1243	nmg
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Nuaulu	2188	nort2867	nni
Finisterre-Huon	Finisterre	Yupna	NA	NA	Nankina	2189	nank1250	nnk
Sepik	Yellow River	NA	NA	NA	Namia	2190	nami1256	nnm
Algic	Algonquian	NA	NA	NA	Nanticoke	2191	nant1249	nnt
Chocó	NA	NA	NA	NA	Waunana	2192	woun1238	noa
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Noghay	2193	noga1249	nog
Tai-Kadai	NA	NA	NA	NA	Lao	2194	laoo1244	lao
Arawakan	Campa	NA	NA	NA	Nomatsiguenga	2195	noma1263	not
Sino-Tibetan	Bodic	Tamangic (TGTM)	NA	NA	Nar-Phu	2196	narp1239	npa
Indo-European	Italic-Celtic	Italic	NA	NA	Italian (Napolitanian)	2197	ital1282	ita
Pama-Nyungan	Southwestern Pama-Nyungan	Ngayardic	NA	NA	Ngarluma	2198	ngar1287	nrl
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Narom	2199	naro1251	nrm
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Nauruan	2201	naur1243	nau
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Ala'ala	2202	lala1268	nrz
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Nsenga	2203	nsen1242	nse
Algic	Algonquian	NA	NA	NA	Naskapi	2204	nask1242	nsk
Norsk Tegnspråk	NA	NA	NA	NA	Norsk Tegnspråk	2205	norw1255	nsl
Sino-Tibetan	Angami-Pochuri Group	NA	NA	NA	Sema	2206	sumi1235	nsm
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Nehan	2207	neha1247	nsn
Benue-Congo	Bantoid	Grassfields Bantu	NA	NA	Lamnso'	2208	lamn1239	lns
Yokuts-Utian	Utian	Miwok-Costanoan	Miwok	Eastern Miwok	Miwok (Northern Sierra)	2209	nort2968	nsq
Maiduan	NA	NA	NA	NA	Nisenan	2210	nise1244	nsz
Pama-Nyungan	Southwestern Pama-Nyungan	Wati	NA	NA	Ngaanyatjarra	2211	ngaa1240	ntj
Gur	North Gur	NA	NA	NA	Nateni	2212	nate1242	ntm
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ntomba	2213	ntom1248	nto
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Tepehuan (Northern)	2214	nort2959	ntp
Sino-Tibetan	Lolo-Burmese	Loloish	Northern Loloish	NA	Nusu	2215	nusu1239	nuf
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Niuafo'ou	2216	niua1240	num
Sino-Tibetan	Nungish	NA	NA	NA	Anong	2217	nung1282	nun
Benue-Congo	Nupoid	NA	NA	NA	Nupe	2218	nupe1254	nup
Nilotic	Western Nilotic	Dinka-Nuer	NA	NA	Nuer	2219	nuer1246	nus
Tai-Kadai	NA	NA	NA	NA	Nung (Vietnam)	2220	nung1283	nut
Gur	South Gur	NA	NA	NA	Nuni (Northern)	2221	nort2784	nuv
Sepik	Tama Sepik	NA	NA	NA	Mehek	2222	mehe1243	nux
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Tanna (Southwest)	2223	sout2869	nwi
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Ngad'a	2224	ngad1261	nxg
Pama-Nyungan	Paman	Mayabic	NA	NA	Ngawun	2225	ngaw1240	nxn
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Nyanga	2226	nyan1308	nya
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Chichewa	2227	nyan1304	nyj
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Nyambo	2228	nyam1277	now
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Runyankore	2229	nyan1307	nyn
Kuliak	NA	NA	NA	NA	Nyangi	2230	nyan1313	nyp
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Runyoro-Rutooro	2231	nyor1246	nyo
Pama-Nyungan	Southwestern Pama-Nyungan	Nyunga	NA	NA	Nyungar	2232	nyun1247	nys
Pama-Nyungan	Nyawaygic	NA	NA	NA	Nyawaygi	2233	nyaw1247	nyt
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Nyamwezi	2234	nyam1276	nym
Adamawa-Ubangi	NA	NA	NA	NA	Nzakara	2235	nzak1247	nzk
Sino-Tibetan	Zeme Group	NA	NA	NA	Naga (Zeme)	2236	zeme1240	nzm
Sign Language New Zealand	NA	NA	NA	NA	Sign Language New Zealand	2237	newz1236	nzs
Tungusic	Northern Tungusic	Northwestern Tungusic	NA	NA	Orok	2238	orok1265	oaa
Tungusic	Central Tungusic	Central-Eastern Tungusic	NA	NA	Oroch	2239	oroc1248	oac
Witotoan	NA	NA	NA	NA	Ocaina	2240	ocai1244	oca
Otomanguean	Otomian	NA	NA	NA	Ocuilteco	2241	atzi1235	ocu
Benue-Congo	Cross River	NA	NA	NA	Ogbia	2242	ogbi1239	ogb
Benue-Congo	Cross River	NA	NA	NA	Ogbronuagum	2243	ogbr1243	ogu
Algic	Algonquian	NA	NA	NA	Ojibwa (Eastern)	2244	east2542	ojg
Algic	Algonquian	NA	NA	NA	Ojibwa (Severn)	2245	seve1240	ojs
Salishan	Interior Salish	Southern Interior Salish	NA	NA	Okanagan	2246	okan1243	oka
Benue-Congo	Bantoid	Grassfields Bantu	NA	NA	Kuo	2247	okuu1243	oku
Siouan	NA	NA	NA	NA	Omaha	2248	omah1247	oma
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Ambae (Lolovoli Northeast)	2249	east2443	omb
Tupian	Tupi-Guaraní	NA	NA	NA	Omagua	2250	omag1248	omg
Torricelli	Wapei-Palei	NA	NA	NA	Olo	2251	oloo1241	ong
Iroquoian	Northern Iroquoian	Five Nations-Huronian-Susquehannock (Proto-Lake Iroquoian)	Five Nations	NA	Onondaga	2252	onon1246	ono
Finisterre-Huon	Huon	Western Huon	NA	NA	Ono	2253	onoo1246	ons
Tucánoan	NA	NA	NA	NA	Orejón	2254	orej1242	ore
Greater Binanderean	Binanderean	Nuclear Binanderean	NA	NA	Orokaiva	2255	orok1269	ork
Eleman	NA	NA	NA	NA	Orokolo	2256	orok1267	oro
Indo-European	Indo-Iranian	Indo-Aryan	Eastern Indo-Aryan	Oriya	Oriya (Kotia)	2257	adiv1239	ort
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Ormuri	2258	ormu1247	oru
Siouan	NA	NA	NA	NA	Osage	2259	osag1243	osa
Otomanguean	Otomian	NA	NA	NA	Otomí (Ixtenco)	2260	ixte1237	otz
Otomanguean	Otomian	NA	NA	NA	Otomí (Sierra)	2261	east2556	otm
Otomanguean	Otomian	NA	NA	NA	Otomí (Santiago Mexquititlan)	2262	quer1236	otq
Kordofanian	NA	NA	NA	NA	Otoro	2263	otor1240	otr
Berber	NA	NA	NA	Berber	Berber (Wargla)	2264	taga1278	oua
Tupian	Tupi-Guaraní	NA	NA	NA	Wayampi	2265	waya1270	oym
Austroasiatic	Eastern Mon-Khmer	Bahnaric	NA	NA	Oi	2266	oyyy1238	oyb
Arawakan	Xingu (S. Brasilian)	NA	NA	NA	Parecis	2267	pare1272	pab
Austroasiatic	Eastern Mon-Khmer	Katuic	NA	NA	Pacoh	2268	paco1243	pac
Papiamentu	NA	NA	NA	NA	Papiamentu	2269	papi1253	pap
Arawakan	NA	NA	NA	NA	Palikur	2270	pali1279	plu
Uto-Aztecan	Northern Uto-Aztecan	Numic	NA	NA	Shoshoni	2271	pana1305	par
Chibchan	NA	NA	NA	NA	Pech	2272	pech1241	pay
Otomanguean	Popolocan	NA	NA	NA	Popoloca (Metzontla)	2273	mezo1235	pbe
Otomanguean	Popolocan	NA	NA	NA	Popoloca (San Vicente Coyotepec)	2274	coyo1236	pbf
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Podoko	2275	park1239	pbi
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Pangwa	2276	pang1287	pbr
Otomanguean	Pamean	NA	NA	NA	Pame	2277	cent2145	pbs
Austroasiatic	Northern Mon-Khmer	Palaungic	NA	NA	Palaung	2278	shwe1236	pll
Dravidian	Central Dravidian	NA	NA	NA	Parji (Dravidian)	2279	duru1236	pci
Sino-Tibetan	Kukish (Mizo-Kuki-Chin)	Northern Chin	NA	NA	Paite	2280	pait1244	pck
Nigerian Pidgin	NA	NA	NA	NA	Nigerian Pidgin	2281	nige1257	pcm
Tok Pisin	NA	NA	NA	NA	Tok Pisin	2282	tokp1240	tpi
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Padoe	2283	pado1242	pdo
Dravidian	South Dravidian	South Dravidian II (”South-Central”)	NA	NA	Pengo	2284	peng1244	peg
Mongolic	NA	NA	NA	NA	Baonan	2285	bona1250	peh
Pomoan	NA	NA	NA	NA	Pomo (Northern)	2286	nort2966	pej
Indo-European	Indo-Iranian	Iranian	Southwest Iranian	NA	Persian (Western Farsi)	2288	west2369	fas
Indo-European	Indo-Iranian	Iranian	Southwest Iranian	NA	Tajik	2289	taji1245	tgk
West Papuan	North Halmaheran	NA	NA	NA	Pagu	2290	pagu1249	pgu
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Pima Bajo	2291	pima1248	pia
Saliban	NA	NA	NA	NA	Piaroa	2293	piar1243	pid
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Pingilapese	2294	ping1243	pif
Algic	Algonquian	NA	NA	NA	Powhatan	2295	powh1243	pim
Arawakan	NA	NA	NA	NA	Piapoco	2296	piap1246	pio
Chadic	West Chadic	West - A (West Chadic)	NA	Tangale	Pero	2297	pero1241	pip
Sino-Tibetan	NA	NA	NA	NA	Bai	2298	cent2004	bca
Tucánoan	NA	NA	NA	NA	Piratapuyo	2299	pira1254	pir
Pama-Nyungan	Karnic	NA	NA	NA	Pitta Pitta	2300	pitt1247	pit
Pama-Nyungan	Southwestern Pama-Nyungan	Wati	NA	NA	Pintupi	2301	pint1250	piu
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Pileni	2302	pile1238	piv
Pama-Nyungan	Paman	Northern Pama	NA	NA	Pakanha	2303	paka1251	pkn
Nilotic	Southern Nilotic	Kalenjin	NA	NA	Pokot	2304	poko1263	pko
Sign Language Indo-Pakistani (Karachi)	NA	NA	NA	NA	Sign Language Indo-Pakistani (Karachi)	2305	paki1242	pks
Guaicuruan	NA	NA	NA	NA	Pilagá	2306	pila1245	plg
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Paulohi	2307	paul1238	plh
Mixe-Zoque	NA	NA	NA	NA	Olutec	2308	olut1240	plo
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Palauan	NA	Palauan	2309	pala1344	pau
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Kapampangan	2310	pamp1243	pam
Indo-European	Italic-Celtic	Italic	NA	NA	Italian (Turinese)	2311	ital1282	ita
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Tuamotuan	2312	tuam1242	pmt
Yokuts-Utian	Utian	Miwok-Costanoan	Miwok	Eastern Miwok	Miwok (Plains)	2313	plai1259	pmw
